;Company;Product;Type_Name;Inches;Screen_Resolution;Cpu;RAM;Memory;GPU;OS;Weight;Price
137;HP;15-BS078nr (i7-7500U/8GB/1TB/W10);Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.05kg;598.00 EUR
138;HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.63kg;988.00 EUR
139;Lenovo;V110-15IAP (N3350/4GB/1TB/No;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;No OS;1.9kg;252.36 EUR
140;Asus;FX753VD-GC086T (i5-7300HQ/8GB/1TB;Gaming;17.3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3kg;938.00 EUR
141;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920MX;No OS;2.2kg;499.00 EUR
142;HP;Envy 13-AD007nv;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;699.00 EUR
143;Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;1TB HDD;Nvidia GeForce MX130;Windows 10;3kg;655.00 EUR
144;Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon RX 550;Windows 10;1.75kg;1 116.02 EUR
145;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050M;No OS;2.4kg;869.00 EUR
146;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;602.00 EUR
147;HP;255 G6;Notebook;15.6;1366x768;AMD A6-Series 9220 2.5GHz;4GB;256GB SSD;AMD Radeon R4 Graphics;Windows 10;1.86kg;369.00 EUR
148;Asus;ZenBook UX430UA;Ultrabook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.25kg;1 099.00 EUR
149;HP;EliteBook Folio;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;0.97kg;2 014.00 EUR
150;Asus;X541NA (N3350/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2kg;344.00 EUR
151;MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2 029.00 EUR
152;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1kg;447.00 EUR
153;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;1 249.26 EUR
154;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.62kg;899.00 EUR
155;Lenovo;V110-15IKB (i5-7200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;498.00 EUR
156;MSI;GE73VR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.8kg;1 890.00 EUR
157;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.48kg;1 082.00 EUR
158;HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;619.00 EUR
159;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.74kg;629.00 EUR
160;Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;1 315.00 EUR
161;Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.56kg;1 049.00 EUR
163;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 6006U 2.2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;447.00 EUR
164;Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;2.03kg;403.00 EUR
165;Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3kg;805.00 EUR
166;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Windows 10;2.13kg;728.00 EUR
167;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;1 079.00 EUR
168;Acer;Aspire A315-31;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2.1kg;348.00 EUR
169;MSI;GE63VR 7RE;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.4kg;1 799.00 EUR
170;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2.1kg;363.51 EUR
171;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;1 060.49 EUR
172;Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3kg;854.00 EUR
173;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49kg;754.00 EUR
174;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1 349.00 EUR
175;HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6GB;2TB HDD;AMD Radeon 520;Windows 10;2.71kg;699.00 EUR
176;Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD A6-Series 9220 2.9GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;No OS;2.2kg;309.00 EUR
177;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2kg;489.00 EUR
178;HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.5kg;923.00 EUR
179;Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;459.00 EUR
180;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;449.00 EUR
181;MSI;GT80S 6QF-074US;Gaming;18.4;Full HD 1920x1080;Intel Core i7 6920HQ 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GTX 980 SLI;Windows 10;4.4kg;2 799.00 EUR
182;Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1.90kg;813.00 EUR
183;HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.29kg;1 499.00 EUR
184;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2.02kg;1 049.00 EUR
185;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.23kg;1 399.00 EUR
186;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.4kg;1 849.00 EUR
187;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;793.00 EUR
188;Xiaomi;Mi Notebook;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.95kg;1 199.00 EUR
189;Dell;Inspiron 7773;Notebook;17.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Nvidia GeForce 150MX;Windows 10;2.77kg;1 549.00 EUR
190;Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;2 397.00 EUR
191;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;No OS;2.4kg;779.00 EUR
192;Acer;Swift 7;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.12kg;989.00 EUR
193;Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8kg;1 085.00 EUR
194;Lenovo;Thinkpad Yoga;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;16GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.42kg;2 824.00 EUR
195;Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.3kg;260.00 EUR
196;Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.3kg;999.90 EUR
197;Lenovo;IdeaPad 320-17IKBR;Notebook;17.3;1600x900;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;2.8kg;698.00 EUR
198;Dell;Inspiron 5379;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;1.62kg;839.00 EUR
199;HP;ProBook 470;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.5kg;914.00 EUR
200;Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;1TB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49kg;6 099.00 EUR
201;HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.49kg;959.00 EUR
202;HP;Omen 17-W295;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.35kg;1 379.00 EUR
203;HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2.5kg;1 045.00 EUR
204;Dell;Inspiron 7577;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.65kg;1 845.00 EUR
205;Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;493.00 EUR
206;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;742.00 EUR
207;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;1 749.00 EUR
208;Dell;Precision 7520;Workstation;15.6;4K Ultra HD 3840x2160;Intel Xeon E3-1505M V6 3GHz;16GB;256GB SSD +  1TB HDD;Nvidia Quadro M1200;Windows 10;2.8kg;3 055.00 EUR
209;Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1060;No OS;2.4kg;1 398.00 EUR
210;Dell;Inspiron 3567;Notebook;15.6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;439.00 EUR
211;Dell;XPS 13;Ultrabook;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.21kg;1 949.00 EUR
212;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2kg;1 449.00 EUR
213;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.2kg;597.00 EUR
215;Acer;Aspire 7;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4kg;779.00 EUR
216;Asus;ROG GL703VD-GC028T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.9kg;1 407.00 EUR
217;HP;15-bs018nq (i3-6006U/4GB/500GB/FHD/No;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;349.00 EUR
218;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.2kg;549.00 EUR
219;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1 499.00 EUR
220;Dell;Inspiron 5370;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;1.4kg;931.88 EUR
221;Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.8kg;589.00 EUR
222;HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.63kg;1 031.00 EUR
223;Dell;Latitude 5490;Ultrabook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6kg;1 149.00 EUR
224;Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.62kg;1 279.00 EUR
225;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Linux;2.2kg;677.35 EUR
226;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.74kg;899.00 EUR
227;Toshiba;Portege Z30-C-16L;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;1 363.00 EUR
228;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.1kg;794.00 EUR
229;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42kg;2 456.34 EUR
230;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2kg;832.00 EUR
231;Dell;Inspiron 5567;Notebook;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.3kg;859.01 EUR
232;Asus;Vivobook X541UV-DM1217T;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2kg;769.00 EUR
233;Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;17.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2.69kg;891.00 EUR
234;HP;ZBook 15u;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD FirePro W4190M ;Windows 10;1.9kg;1 269.00 EUR
235;Asus;Pro P2540UA-XO0198T;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.37kg;398.99 EUR
236;HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 9000e 1.5GHz;4GB;500GB HDD;AMD Radeon R2;Windows 10;2.1kg;330.00 EUR
237;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;1 499.00 EUR
238;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;859.00 EUR
239;Acer;Aspire R7;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.6kg;689.00 EUR
240;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;AMD Radeon R7 M445;Linux;2.36kg;899.00 EUR
241;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.1kg;390.00 EUR
242;Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;15.6;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4GB;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;2.2kg;575.00 EUR
243;Asus;ROG G703VI-E5062T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.7kg;3 890.00 EUR
244;Acer;Nitro AN515-51;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5kg;846.00 EUR
245;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;589.00 EUR
246;Asus;VivoBook Pro;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2.1kg;1 145.00 EUR
247;Asus;F756UX-T4201D (i7-7500U/8GB/128GB;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69kg;889.00 EUR
248;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;879.00 EUR
249;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;1 079.00 EUR
250;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2kg;985.00 EUR
251;HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;559.00 EUR
252;Asus;Rog G701VIK-BA060T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16GB;256GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.6kg;2 999.00 EUR
253;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49kg;675.00 EUR
254;Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8GB;512GB SSD;Intel Iris Plus Graphics 650;macOS;1.37kg;2 040.00 EUR
255;Dell;Inspiron 5579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.08kg;819.00 EUR
256;Asus;ROG G752VSK-GC493T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;1 799.00 EUR
257;Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;1.68kg;469.00 EUR
258;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.37kg;1 849.00 EUR
259;Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;256GB SSD;Nvidia GeForce MX130;Windows 10;3kg;702.00 EUR
260;Dell;Vostro 5370;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.41kg;949.00 EUR
261;HP;15-BW094nd (A6-9220/8GB/128GB/W10);Notebook;15.6;1366x768;AMD A6-Series A6-9220 2.5GHz;8GB;128GB SSD;AMD Radeon R4 Graphics;Windows 10;1.91kg;445.90 EUR
262;HP;Envy 17-U275cl;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;1TB HDD;Nvidia GeForce MX150;Windows 10;2.9kg;1 059.00 EUR
263;MSI;GT73EVR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14kg;2 499.00 EUR
264;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;512GB SSD;Nvidia GeForce GTX 1050M;Windows 10;2kg;1 699.00 EUR
265;Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8kg;1 142.00 EUR
266;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;256GB SSD;Intel HD Graphics 520;No OS;2.2kg;444.00 EUR
267;HP;ProBook 450;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.1kg;722.00 EUR
268;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;657.00 EUR
